,"CHALLENGES WON, %",AIR CHALLENGES LOST,AIR CHALLENGES WON,FOULS,YELLOW CARDS,"AIR CHALLENGES, %",ASSISTS,EXPECTED ASSISTS (XA),PASSES INTO FINAL THIRD,CROSSES,"SUCCESSFUL DRIBBLES, %",TACKLES,PASS INTERCEPTIONS,ERRORS LEADING TO GOAL,BLOCKED SHOTS,CLEARANCES,"TACKLES WON, %",PASSES,"PASS COMPLETION, %",PASSING SPEED,GOALS,BIG CHANCES,"CONVERSION OF BIG CHANCES, %",SHOTS ON TARGET,"SHOTS ON TARGET CONVERSION RATE, %",EXPECTED GOALS (XG),GOALS WITH HEAD,XG CONVERSION
0,46.0,0.32,0.49,0.16,0.32,60.0,0.16,0.22,17.55,5.69,54.0,1.46,2.27,0.16,0.16,0.0,44.0,39.64,73.0,3.19,0.0,0.32,0.0,0.0,50.0,0.03,0.0,0.0
1,48.0,2.33,2.01,1.7,0.11,46.0,0.0,0.04,15.48,2.23,63.0,4.56,3.5,0.32,0.42,0.0,51.0,48.76,78.0,1.93,0.0,0.21,0.0,0.0,40.0,0.03,0.0,0.0
2,38.0,2.43,0.12,1.7,0.61,5.0,0.24,0.13,10.92,0.61,62.0,3.03,3.15,0.0,0.36,0.0,52.0,28.02,81.0,2.95,0.0,0.0,0.0,0.0,33.0,0.02,0.0,0.0
3,31.0,3.54,0.79,0.59,0.2,18.0,0.0,0.27,14.15,0.59,0.0,1.57,1.57,0.0,0.0,0.0,63.0,27.12,77.0,2.85,0.79,1.57,50.0,1.77,82.0,0.41,0.2,0.38
4,54.0,0.89,0.81,0.81,0.22,48.0,0.0,0.07,10.85,0.89,58.0,2.81,4.28,0.15,0.3,0.0,68.0,34.26,84.0,1.97,0.0,0.07,0.0,0.0,0.0,0.01,0.0,0.0
5,40.0,1.54,0.95,1.42,0.0,38.0,0.12,0.17,14.33,0.47,59.0,4.62,3.32,0.12,0.12,0.0,38.0,35.17,80.0,2.79,0.12,0.83,14.0,0.71,46.0,0.31,0.0,0.05
6,53.0,1.2,2.11,0.9,0.0,64.0,0.15,0.04,13.7,0.3,38.0,5.12,4.21,0.15,0.15,0.0,53.0,44.25,82.0,1.89,0.0,0.15,0.0,0.0,20.0,0.08,0.0,0.0
7,39.0,1.33,0.85,0.85,0.24,39.0,0.0,0.32,17.9,1.81,61.0,3.27,3.15,0.24,0.0,0.0,48.0,38.23,83.0,3.05,0.12,0.48,25.0,0.0,18.0,0.11,0.0,0.13
8,47.0,2.51,2.01,0.7,0.1,44.0,0.1,0.22,11.25,1.21,47.0,3.21,4.32,0.1,0.1,0.0,63.0,25.21,78.0,1.73,0.1,0.9,33.0,0.0,36.0,0.13,0.0,0.08
9,0.0,0.0,0.13,0.0,0.2,100.0,0.0,0.0,2.42,0.0,0.0,0.07,2.16,0.33,0.0,0.0,0.0,26.97,89.0,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,42.0,1.14,0.38,1.32,0.19,25.0,0.09,0.12,9.94,2.37,55.0,3.41,2.08,0.0,0.19,0.0,50.0,19.87,71.0,3.39,0.09,0.66,14.0,0.57,40.0,0.09,0.0,0.1
11,38.0,2.04,0.6,1.2,0.12,23.0,0.12,0.11,13.58,1.56,65.0,2.28,1.2,0.0,0.0,0.0,47.0,23.91,72.0,2.51,0.12,1.2,10.0,0.72,38.0,0.12,0.0,0.12
12,61.0,0.7,0.85,1.86,0.39,55.0,0.0,0.02,9.98,0.08,73.0,3.48,4.41,0.31,0.46,0.0,64.0,38.62,88.0,1.65,0.0,0.15,0.0,0.0,0.0,0.06,0.0,0.0
13,49.0,2.96,3.39,0.99,0.11,53.0,0.0,0.16,9.42,0.66,67.0,3.39,5.36,0.44,0.11,0.0,52.0,40.07,84.0,1.06,0.0,0.11,0.0,0.0,25.0,0.04,0.0,0.0
14,48.0,1.76,0.82,2.23,0.12,32.0,0.0,0.04,6.92,0.35,0.0,4.46,4.93,0.0,0.35,0.0,55.0,39.78,91.0,1.94,0.0,0.0,0.0,0.0,50.0,0.02,0.0,0.0
15,67.0,1.68,2.98,1.21,0.09,64.0,0.0,0.04,3.82,0.0,0.0,2.14,5.96,0.56,0.37,0.0,65.0,34.1,86.0,0.92,0.0,0.09,0.0,0.0,0.0,0.06,0.0,0.0
16,37.0,1.47,0.57,2.04,0.49,28.0,0.16,0.14,12.72,1.06,48.0,3.51,1.88,0.08,0.0,0.0,35.0,35.62,81.0,1.31,0.16,0.33,50.0,0.0,42.0,0.06,0.0,0.22
17,66.0,1.16,0.66,1.33,0.33,36.0,0.0,0.09,17.4,1.82,81.0,3.98,3.65,0.5,0.66,0.0,75.0,56.52,84.0,2.01,0.0,0.17,0.0,0.0,0.0,0.04,0.0,0.0
18,53.0,1.84,1.84,2.21,0.37,50.0,0.0,0.02,8.48,0.0,71.0,4.18,5.04,0.25,0.98,0.0,53.0,43.28,88.0,2.17,0.12,0.49,25.0,0.0,38.0,0.18,0.0,0.08
19,64.0,1.32,0.99,1.15,0.0,43.0,0.0,0.02,7.73,0.82,71.0,3.78,3.95,0.16,0.33,0.0,78.0,31.26,86.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,46.0,2.67,1.51,1.74,0.23,36.0,0.0,0.16,15.81,0.81,67.0,6.16,3.95,0.23,0.0,0.0,53.0,41.98,86.0,1.98,0.12,0.23,50.0,0.0,20.0,0.2,0.0,0.07
21,56.0,1.1,1.42,1.73,0.16,56.0,0.0,0.03,10.54,0.0,50.0,3.93,6.29,0.47,0.47,0.0,60.0,51.61,92.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,39.0,3.77,1.01,1.59,0.17,21.0,0.17,0.21,10.23,1.17,61.0,0.84,1.85,0.0,0.08,0.0,50.0,13.92,64.0,2.81,0.17,1.26,13.0,1.09,48.0,0.25,0.08,0.06
23,49.0,1.36,1.22,1.09,0.14,47.0,0.0,0.31,17.24,0.27,69.0,3.39,5.57,0.27,0.0,0.0,48.0,39.5,75.0,1.78,0.0,0.27,0.0,0.0,40.0,0.07,0.0,0.0
24,54.0,1.02,0.73,1.02,0.0,42.0,0.0,0.01,9.17,0.58,62.0,3.93,6.26,0.0,0.15,0.0,59.0,38.59,88.0,1.9,0.0,0.44,0.0,0.0,40.0,0.07,0.0,0.0
25,67.0,1.71,2.31,1.0,0.3,57.0,0.0,0.07,5.83,0.5,75.0,2.31,7.03,0.8,0.7,0.0,52.0,46.91,88.0,1.95,0.0,0.2,0.0,0.0,0.0,0.02,0.0,0.0
26,61.0,0.75,1.43,1.28,0.08,66.0,0.0,0.07,19.46,2.64,57.0,4.07,4.38,0.53,0.08,0.0,61.0,50.39,80.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,43.0,1.61,0.42,1.95,0.25,21.0,0.08,0.13,15.39,3.13,48.0,3.38,4.14,0.17,0.34,0.0,63.0,38.15,77.0,2.2,0.17,0.42,40.0,0.0,42.0,0.09,0.08,0.15
28,41.0,1.14,0.81,0.81,0.16,42.0,0.16,0.21,16.44,4.23,40.0,1.63,3.91,0.0,0.0,0.0,40.0,42.64,82.0,2.85,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
29,64.0,0.86,1.15,0.57,0.22,57.0,0.0,0.05,8.55,0.22,82.0,1.87,4.6,0.57,0.86,0.0,77.0,47.62,86.0,1.84,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
30,44.0,1.02,0.7,1.25,0.23,41.0,0.16,0.11,15.39,0.86,68.0,3.36,3.36,0.23,0.16,0.0,51.0,58.67,88.0,1.48,0.0,0.08,0.0,0.0,33.0,0.01,0.0,0.0
31,0.0,0.0,0.35,0.0,0.12,100.0,0.0,0.0,1.87,0.0,0.0,0.0,3.26,0.23,0.0,0.0,0.0,24.13,83.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,40.0,1.63,0.67,0.89,0.07,29.0,0.07,0.09,12.61,0.45,81.0,2.89,4.82,0.15,0.07,0.0,36.0,57.06,93.0,1.7,0.0,0.15,0.0,0.0,0.0,0.03,0.0,0.0
33,0.0,0.0,0.33,0.07,0.13,100.0,0.0,0.0,1.3,0.0,0.0,0.13,2.8,0.13,0.0,0.0,100.0,23.67,86.0,5.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,59.0,1.41,2.99,0.88,0.0,68.0,0.0,0.0,2.64,0.0,0.0,1.76,4.57,0.35,1.05,0.0,40.0,30.94,86.0,1.37,0.18,0.53,33.0,0.0,40.0,0.08,0.0,0.39
35,28.0,1.34,0.27,1.52,0.09,17.0,0.09,0.29,14.85,1.34,50.0,1.88,1.34,0.0,0.0,0.0,43.0,38.65,85.0,2.86,0.09,0.72,13.0,0.54,27.0,0.22,0.0,0.04
36,60.0,1.25,1.88,0.77,0.21,60.0,0.0,0.06,12.75,1.81,65.0,3.83,5.43,0.35,0.0,0.0,71.0,39.78,79.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,53.0,0.39,0.71,1.5,0.32,64.0,0.0,0.06,14.53,3.32,34.0,4.18,4.5,0.24,0.39,0.0,58.0,36.79,70.0,1.75,0.08,0.16,50.0,0.0,45.0,0.05,0.0,0.13
38,39.0,4.68,3.95,1.6,0.25,46.0,0.0,0.25,14.67,1.36,47.0,2.34,2.34,0.25,0.0,0.0,42.0,25.77,68.0,4.01,0.25,1.23,20.0,0.99,36.0,0.29,0.0,0.11
39,55.0,3.12,3.37,1.4,0.19,52.0,0.0,0.02,8.52,0.51,45.0,4.01,5.85,0.32,0.25,0.0,56.0,30.85,77.0,0.76,0.0,0.19,0.0,0.0,30.0,0.05,0.0,0.0
40,43.0,1.46,1.03,1.38,0.17,41.0,0.0,0.2,14.89,1.03,57.0,5.08,3.01,0.09,0.34,0.0,51.0,27.71,75.0,2.46,0.0,0.09,0.0,0.0,36.0,0.05,0.0,0.0
41,40.0,2.48,1.84,1.73,0.22,43.0,0.32,0.2,13.4,1.84,64.0,2.92,1.84,0.22,0.11,0.0,44.0,26.79,69.0,2.49,0.22,0.32,67.0,0.0,25.0,0.12,0.0,0.19
42,46.0,1.11,0.98,2.09,0.25,47.0,0.0,0.03,13.51,0.12,71.0,4.54,2.82,0.12,0.12,0.0,35.0,53.04,88.0,1.68,0.0,0.0,0.0,0.0,40.0,0.04,0.0,0.0
43,36.0,4.09,0.82,1.43,0.41,17.0,0.41,0.14,7.16,0.61,47.0,2.66,1.23,0.0,0.41,0.0,54.0,16.98,81.0,7.09,0.0,2.45,8.0,1.64,73.0,0.27,0.0,0.0
44,50.0,1.07,1.6,0.8,0.27,60.0,0.0,0.1,20.1,0.8,63.0,2.4,4.13,0.0,0.0,0.0,44.0,54.45,84.0,2.13,0.0,0.27,0.0,0.0,29.0,0.09,0.0,0.0
45,40.0,3.28,1.05,2.36,0.13,24.0,0.26,0.1,10.87,2.23,54.0,2.23,0.79,0.0,0.13,0.0,71.0,21.62,76.0,4.68,0.13,0.92,14.0,0.79,67.0,0.22,0.13,0.08
46,51.0,1.47,1.6,1.21,0.06,52.0,0.06,0.04,9.26,0.13,67.0,4.54,5.49,0.19,0.06,0.0,46.0,41.52,88.0,1.17,0.0,0.06,0.0,0.0,20.0,0.04,0.0,0.0
47,36.0,2.0,0.59,0.71,0.24,23.0,0.12,0.15,10.84,0.59,61.0,2.83,2.59,0.12,0.12,0.0,54.0,23.68,81.0,2.78,0.24,0.94,25.0,1.06,56.0,0.22,0.0,0.13
48,43.0,2.87,0.96,1.15,0.1,25.0,0.19,0.17,15.67,1.91,70.0,4.11,2.68,0.19,0.0,0.0,47.0,30.19,78.0,2.72,0.0,0.57,0.0,0.0,9.0,0.23,0.0,0.0
49,46.0,1.84,0.98,2.45,0.37,35.0,0.12,0.15,15.08,0.98,70.0,4.17,4.29,0.25,0.61,0.0,50.0,41.44,80.0,2.95,0.12,0.25,50.0,0.0,38.0,0.05,0.0,0.3
50,56.0,1.14,1.46,1.46,0.24,56.0,0.0,0.07,8.6,1.14,56.0,2.52,4.46,0.32,0.49,0.0,68.0,35.63,76.0,1.37,0.0,0.32,0.0,0.0,13.0,0.09,0.0,0.0
51,28.0,5.82,1.44,1.96,0.26,20.0,0.0,0.13,10.2,0.2,47.0,0.98,2.16,0.07,0.07,0.0,20.0,18.82,85.0,2.31,0.46,1.24,37.0,0.85,42.0,0.33,0.07,0.09
52,56.0,2.04,1.4,1.83,0.11,41.0,0.0,0.03,8.05,0.0,0.0,3.54,5.91,0.11,0.32,0.0,70.0,41.35,85.0,1.18,0.0,0.0,0.0,0.0,67.0,0.01,0.0,0.0
53,50.0,0.57,0.46,0.8,0.11,44.0,0.11,0.22,11.11,0.92,75.0,3.78,3.32,0.11,0.11,0.0,52.0,42.6,88.0,1.8,0.11,0.23,50.0,0.69,55.0,0.06,0.0,0.22
54,59.0,0.84,0.94,0.21,0.0,53.0,0.0,0.04,17.92,0.42,67.0,2.51,4.09,0.21,0.0,0.0,58.0,58.36,87.0,1.69,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
55,55.0,0.75,0.3,1.06,0.0,29.0,0.0,0.13,16.28,2.41,80.0,4.22,2.71,0.15,0.0,0.0,43.0,38.59,84.0,4.44,0.0,0.15,0.0,0.0,45.0,0.06,0.0,0.0
56,50.0,1.89,0.84,1.26,0.21,31.0,0.0,0.04,10.91,1.68,0.0,3.57,2.94,0.0,0.63,0.0,71.0,33.57,84.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,49.0,1.21,0.77,0.33,0.11,39.0,0.22,0.1,15.26,0.66,62.0,1.87,2.74,0.33,0.33,0.0,53.0,45.99,86.0,3.13,0.0,0.22,0.0,0.0,33.0,0.04,0.0,0.0
58,54.0,1.09,1.5,1.77,0.14,58.0,0.0,0.09,17.56,2.31,52.0,3.95,5.58,0.41,0.27,0.0,66.0,56.64,87.0,1.71,0.0,0.0,0.0,0.0,50.0,0.01,0.0,0.0
59,63.0,0.62,1.04,0.41,0.21,63.0,0.0,0.0,6.22,0.21,57.0,2.49,5.18,0.0,0.21,0.0,67.0,39.4,88.0,2.06,0.0,0.0,0.0,0.0,50.0,0.03,0.0,0.0
60,58.0,1.68,2.86,1.87,0.1,63.0,0.0,0.06,21.19,4.53,46.0,2.86,5.72,0.49,0.3,0.0,59.0,53.53,80.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,50.0,1.84,0.65,1.3,0.43,26.0,0.0,0.25,16.1,1.62,85.0,4.97,7.78,0.32,0.43,0.0,48.0,44.73,77.0,2.75,0.0,0.22,0.0,0.0,25.0,0.06,0.0,0.0
62,35.0,2.14,0.89,0.62,0.09,29.0,0.18,0.12,9.26,0.18,45.0,0.98,1.42,0.0,0.0,0.0,55.0,19.14,78.0,2.72,0.53,0.89,60.0,0.98,73.0,0.36,0.0,0.13
63,61.0,1.67,4.02,1.86,0.49,71.0,0.0,0.01,6.97,0.2,72.0,5.5,7.07,0.69,0.39,0.0,46.0,38.57,81.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.06,0.0,0.0,100.0,0.0,0.0,2.17,0.0,0.0,0.0,1.8,0.19,0.0,0.0,0.0,36.74,91.0,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,41.0,3.17,1.34,0.67,0.33,30.0,0.17,0.08,12.86,3.01,58.0,3.34,1.67,0.0,0.33,0.0,45.0,22.88,69.0,2.43,0.17,0.67,25.0,0.0,44.0,0.1,0.0,0.27
66,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,3.55,0.0,0.0,0.14,2.78,0.21,0.0,0.0,50.0,29.1,88.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,34.0,2.18,0.56,0.84,0.14,21.0,0.0,0.13,8.23,1.41,54.0,1.05,1.2,0.0,0.07,0.0,53.0,14.84,61.0,1.86,0.14,0.63,22.0,0.77,55.0,0.2,0.0,0.05
68,46.0,0.83,1.66,1.16,0.5,67.0,0.17,0.01,14.61,1.83,45.0,3.99,2.99,0.5,0.33,0.0,42.0,38.52,77.0,1.68,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
69,50.0,1.18,1.03,1.33,0.59,47.0,0.0,0.09,10.18,0.44,67.0,4.72,2.21,0.0,0.0,0.0,47.0,34.52,84.0,2.89,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0
70,40.0,1.52,1.28,0.56,0.08,46.0,0.08,0.06,9.18,0.4,59.0,2.55,2.47,0.0,0.0,0.0,44.0,26.41,80.0,1.69,0.24,1.44,22.0,0.72,47.0,0.25,0.08,0.08
71,55.0,1.31,1.58,1.05,0.26,55.0,0.0,0.06,12.09,0.26,92.0,4.2,5.39,0.53,1.18,0.0,56.0,48.22,88.0,2.16,0.0,0.0,0.0,0.0,50.0,0.02,0.0,0.0
72,53.0,1.64,1.71,1.02,0.34,51.0,0.0,0.06,10.11,0.27,74.0,3.82,4.58,0.0,0.2,0.0,45.0,25.33,65.0,0.97,0.0,0.0,0.0,0.0,40.0,0.01,0.0,0.0
73,44.0,0.92,0.55,0.74,0.0,38.0,0.0,0.21,20.29,2.95,68.0,2.4,1.48,0.18,0.0,0.0,69.0,33.38,66.0,3.41,0.18,0.55,33.0,0.0,25.0,0.17,0.0,0.2
74,34.0,0.74,0.0,0.53,0.0,0.0,0.0,0.34,16.04,1.69,46.0,1.16,2.22,0.0,0.11,0.0,64.0,31.13,78.0,3.6,0.11,0.74,14.0,0.0,26.0,0.16,0.0,0.07
75,37.0,2.1,0.63,0.84,0.21,23.0,0.1,0.11,9.85,1.68,50.0,2.1,1.68,0.0,0.0,0.0,40.0,22.53,79.0,2.73,0.31,0.63,50.0,0.0,25.0,0.2,0.1,0.16
76,45.0,1.36,0.95,1.76,0.27,41.0,0.14,0.01,4.34,0.0,0.0,3.8,5.83,0.14,0.27,0.0,46.0,38.9,93.0,2.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
77,36.0,0.87,0.55,1.31,0.22,38.0,0.22,0.28,19.25,0.87,67.0,5.25,4.05,0.11,0.0,0.0,31.0,47.46,84.0,2.45,0.0,0.33,0.0,0.0,38.0,0.28,0.0,0.0
78,63.0,1.33,1.77,0.44,0.3,57.0,0.0,0.02,6.05,0.0,100.0,1.62,4.57,0.3,0.44,0.0,73.0,30.84,83.0,1.72,0.0,0.3,0.0,0.0,33.0,0.03,0.0,0.0
79,55.0,1.13,1.66,0.9,0.08,59.0,0.0,0.01,16.63,1.96,50.0,3.39,5.64,0.23,0.08,0.0,58.0,44.55,80.0,1.28,0.0,0.08,0.0,0.0,33.0,0.02,0.0,0.0
80,56.0,1.12,1.57,1.35,0.22,58.0,0.0,0.2,20.56,3.71,73.0,4.49,5.39,0.22,0.34,0.0,57.0,56.97,80.0,2.22,0.0,0.11,0.0,0.0,22.0,0.04,0.0,0.0
81,41.0,4.3,3.72,0.29,0.0,46.0,0.0,0.11,10.66,0.39,0.0,0.39,1.17,0.0,0.1,0.0,100.0,21.52,71.0,1.38,0.2,1.76,11.0,1.08,46.0,0.51,0.1,0.04
82,33.0,5.19,3.0,0.95,0.0,37.0,0.0,0.09,8.41,0.15,52.0,1.24,1.39,0.0,0.0,0.0,24.0,19.89,75.0,1.66,0.44,1.1,40.0,0.73,50.0,0.33,0.15,0.1
83,45.0,1.22,0.11,1.22,0.11,8.0,0.22,0.42,16.78,0.78,65.0,3.11,2.67,0.0,0.11,0.0,64.0,41.33,86.0,2.11,0.0,0.33,0.0,0.0,14.0,0.06,0.0,0.0
84,42.0,4.18,3.68,1.17,0.17,47.0,0.0,0.17,11.38,1.0,73.0,0.5,1.84,0.0,0.0,0.0,33.0,24.42,72.0,2.98,0.17,1.0,17.0,0.0,38.0,0.22,0.0,0.13
85,54.0,1.39,0.87,1.04,0.43,38.0,0.0,0.12,6.61,0.17,67.0,3.22,4.61,0.26,0.35,0.0,54.0,23.74,74.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,45.0,1.34,0.41,0.1,0.0,24.0,0.0,0.1,12.08,1.34,37.0,3.2,4.54,0.0,0.1,0.0,55.0,35.4,84.0,2.12,0.1,0.52,20.0,0.0,29.0,0.1,0.0,0.11
87,34.0,1.93,1.03,1.42,0.26,35.0,0.13,0.11,14.03,0.9,43.0,3.35,2.58,0.0,0.13,0.0,23.0,27.55,64.0,2.44,0.26,1.03,25.0,1.29,45.0,0.34,0.0,0.1
88,67.0,2.23,3.76,0.84,0.14,63.0,0.0,0.07,8.08,0.28,0.0,2.65,5.57,0.7,0.7,0.0,53.0,42.91,87.0,1.65,0.0,0.42,0.0,0.0,40.0,0.09,0.0,0.0
89,50.0,2.06,1.65,0.62,0.21,44.0,0.0,0.0,6.19,0.21,50.0,2.48,6.81,0.83,0.62,0.0,67.0,52.43,85.0,2.6,0.0,0.21,0.0,0.0,0.0,0.03,0.0,0.0
90,53.0,0.88,0.95,0.88,0.14,52.0,0.0,0.08,13.77,2.03,75.0,2.92,5.63,0.34,0.34,0.0,53.0,40.22,74.0,1.04,0.0,0.0,0.0,0.0,13.0,0.01,0.0,0.0
91,33.0,4.58,1.85,0.67,0.15,29.0,0.0,0.16,9.53,0.81,45.0,0.89,1.03,0.0,0.0,0.0,50.0,18.18,69.0,1.87,0.22,0.96,23.0,0.89,39.0,0.29,0.0,0.06
92,47.0,13.89,11.36,1.98,0.18,45.0,0.18,0.08,14.43,0.36,0.0,1.44,2.71,0.18,0.18,0.0,38.0,27.05,73.0,1.41,0.36,1.26,29.0,0.0,57.0,0.25,0.36,0.26
93,51.0,1.34,1.51,1.68,0.67,53.0,0.0,0.12,12.76,1.34,59.0,2.52,6.38,0.34,0.17,0.0,33.0,34.76,83.0,2.0,0.0,0.0,0.0,0.0,40.0,0.03,0.0,0.0
94,45.0,1.26,0.46,0.69,0.11,27.0,0.11,0.4,22.64,3.56,25.0,2.3,6.09,0.46,0.34,0.0,45.0,49.2,68.0,1.24,0.0,0.0,0.0,0.0,17.0,0.02,0.0,0.0
95,59.0,2.8,4.15,1.12,0.48,60.0,0.0,0.01,6.79,0.0,75.0,3.03,6.71,0.64,0.16,0.0,39.0,32.9,80.0,1.34,0.0,0.32,0.0,0.0,43.0,0.16,0.0,0.0
96,54.0,1.81,1.06,0.6,0.15,37.0,0.0,0.08,6.33,0.0,0.0,1.51,6.18,0.6,0.45,0.0,80.0,50.8,90.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
